FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,VALUATION,UNIT_TYPE,TC_ADJUST,TIME_PERIOD,OBS_VALUE
Q,CA,G,A,M,770,A,2010-Q4,80.3
Q,CA,G,A,M,770,A,2011-Q1,79.2
Q,CA,G,A,M,770,A,2011-Q2,81.6
Q,CA,G,A,M,770,A,2011-Q3,83.5
Q,CA,G,A,M,770,A,2011-Q4,83.7
Q,CA,G,A,M,770,A,2012-Q1,82.6
Q,CA,G,A,M,770,A,2012-Q2,85.3
Q,CA,G,A,M,770,A,2012-Q3,85.7
Q,CA,G,A,M,770,A,2012-Q4,86.2
Q,CA,G,A,M,770,A,2013-Q1,87.1
Q,CA,G,A,M,770,A,2013-Q2,85.9
Q,CA,G,A,M,770,A,2013-Q3,84.9
Q,CA,G,A,M,770,A,2013-Q4,83.9
Q,CA,G,A,M,770,A,2014-Q1,82.4
Q,CA,G,A,M,770,A,2014-Q2,84.1
Q,CA,G,A,M,770,A,2014-Q3,83.4
Q,CA,G,A,M,770,A,2014-Q4,84.4
Q,CA,G,A,M,770,A,2015-Q1,87.0
Q,CA,G,A,M,770,A,2015-Q2,86.7
Q,CA,G,A,M,770,A,2015-Q3,87.3
Q,CA,G,A,M,770,A,2015-Q4,89.8
Q,CA,G,A,M,770,A,2016-Q1,89.6
Q,CA,G,A,M,770,A,2016-Q2,92.1
Q,CA,G,A,M,770,A,2016-Q3,93.2
Q,CA,G,A,M,770,A,2016-Q4,89.7
Q,CA,G,A,M,770,A,2017-Q1,87.7
Q,CA,G,A,M,770,A,2017-Q2,89.7
Q,CA,G,A,M,770,A,2017-Q3,86.1
Q,CA,G,A,M,770,A,2017-Q4,86.7
Q,CA,G,A,M,770,A,2018-Q1,86.2
Q,CA,G,A,M,770,A,2018-Q2,86.3
Q,CA,G,A,M,770,A,2018-Q3,84.1
Q,CA,G,A,M,770,A,2018-Q4,85.6
Q,CA,G,A,M,770,A,2019-Q1,87.5
Q,CA,G,A,M,770,A,2019-Q2,89.2
Q,CA,G,A,M,770,A,2019-Q3,90.0
Q,CA,G,A,M,770,A,2019-Q4,87.8
Q,CA,G,A,M,770,A,2020-Q1,92.1
Q,CA,G,A,M,770,A,2020-Q2,113.8
Q,CA,G,A,M,770,A,2020-Q3,114.8
Q,CA,G,A,M,770,A,2020-Q4,116.4
Q,CA,G,A,M,770,A,2021-Q1,110.7
Q,CA,G,A,M,770,A,2021-Q2,110.2
Q,CA,G,A,M,770,A,2021-Q3,107.5
