FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,VALUATION,UNIT_TYPE,TC_ADJUST,TIME_PERIOD,OBS_VALUE
Q,DE,P,A,M,770,A,2008-Q2,141.1
Q,DE,P,A,M,770,A,2008-Q3,141.5
Q,DE,P,A,M,770,A,2008-Q4,143.3
Q,DE,P,A,M,770,A,2009-Q1,144.8
Q,DE,P,A,M,770,A,2009-Q2,146.2
Q,DE,P,A,M,770,A,2009-Q3,146.2
Q,DE,P,A,M,770,A,2009-Q4,146.6
Q,DE,P,A,M,770,A,2010-Q1,145.0
Q,DE,P,A,M,770,A,2010-Q2,144.7
Q,DE,P,A,M,770,A,2010-Q3,143.7
Q,DE,P,A,M,770,A,2010-Q4,141.7
Q,DE,P,A,M,770,A,2011-Q1,138.0
Q,DE,P,A,M,770,A,2011-Q2,137.1
Q,DE,P,A,M,770,A,2011-Q3,137.9
Q,DE,P,A,M,770,A,2011-Q4,138.0
Q,DE,P,A,M,770,A,2012-Q1,137.4
Q,DE,P,A,M,770,A,2012-Q2,137.6
Q,DE,P,A,M,770,A,2012-Q3,137.2
Q,DE,P,A,M,770,A,2012-Q4,137.0
Q,DE,P,A,M,770,A,2013-Q1,138.0
Q,DE,P,A,M,770,A,2013-Q2,138.5
Q,DE,P,A,M,770,A,2013-Q3,138.7
Q,DE,P,A,M,770,A,2013-Q4,138.6
Q,DE,P,A,M,770,A,2014-Q1,137.7
Q,DE,P,A,M,770,A,2014-Q2,137.7
Q,DE,P,A,M,770,A,2014-Q3,136.4
Q,DE,P,A,M,770,A,2014-Q4,132.4
Q,DE,P,A,M,770,A,2015-Q1,132.9
Q,DE,P,A,M,770,A,2015-Q2,132.9
Q,DE,P,A,M,770,A,2015-Q3,132.9
Q,DE,P,A,M,770,A,2015-Q4,132.7
Q,DE,P,A,M,770,A,2016-Q1,133.3
Q,DE,P,A,M,770,A,2016-Q2,133.7
Q,DE,P,A,M,770,A,2016-Q3,134.5
Q,DE,P,A,M,770,A,2016-Q4,134.7
Q,DE,P,A,M,770,A,2017-Q1,135.0
Q,DE,P,A,M,770,A,2017-Q2,134.5
Q,DE,P,A,M,770,A,2017-Q3,134.0
Q,DE,P,A,M,770,A,2017-Q4,133.9
Q,DE,P,A,M,770,A,2018-Q1,133.3
Q,DE,P,A,M,770,A,2018-Q2,134.4
Q,DE,P,A,M,770,A,2018-Q3,135.2
Q,DE,P,A,M,770,A,2018-Q4,134.8
Q,DE,P,A,M,770,A,2019-Q1,135.8
Q,DE,P,A,M,770,A,2019-Q2,137.0
Q,DE,P,A,M,770,A,2019-Q3,137.3
Q,DE,P,A,M,770,A,2019-Q4,137.6
