STRUCTURE,STRUCTURE_ID,ACTION,REF_AREA,FREQ,MEASURE,UNIT_MEASURE,ACTIVITY,ADJUSTMENT,TRANSFORMATION,TIME_HORIZ,METHODOLOGY,TIME_PERIOD,OBS_VALUE
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2011-06,91.15936
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2011-07,91.27975
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2010-05,99.27209
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2010-06,99.41911
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2010-07,99.54582
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2010-08,99.64443
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2010-09,99.70806
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2010-10,99.73338
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2010-11,99.72042
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2010-12,99.67506
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2011-01,99.61394
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2011-02,99.55565
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2011-03,99.51301
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2011-04,99.48493
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,RT,IX,_Z,H,2024-08,99.90508
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2024-08,113.0248
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,RT,IX,_Z,H,2024-11,100.0469
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,NOR,IX,_Z,H,2024-11,100.1872
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2024-11,113.2799
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,NOR,IX,_Z,H,2025-02,100.3573
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,RT,IX,_Z,H,2025-02,100.2549
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2025-02,113.5372
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,RT,IX,_Z,H,2025-05,100.3288
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,NOR,IX,_Z,H,2025-05,100.4177
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2025-05,113.7958
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,NOR,IX,_Z,H,2025-08,100.3923
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,RT,IX,_Z,H,2025-08,100.2978
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2025-08,114.0555
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2023-09,112.1167
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,RT,IX,_Z,H,2023-09,99.30593
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,NOR,IX,_Z,H,2023-09,99.58139
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2023-10,112.1971
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,NOR,IX,_Z,H,2023-10,99.51711
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,RT,IX,_Z,H,2023-10,99.22731
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,RT,IX,_Z,H,2023-11,99.2021
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,NOR,IX,_Z,H,2023-11,99.4965
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2023-11,112.278
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,NOR,IX,_Z,H,2024-02,99.68691
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,RT,IX,_Z,H,2024-02,99.43499
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2024-02,112.5233
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2018-05,106.0847
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2018-06,106.2291
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2018-07,106.3709
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2018-08,106.5101
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2018-09,106.6467
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2018-10,106.7807
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2018-11,106.9122
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2018-12,107.0411
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2019-01,107.1676
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2019-02,107.2915
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2019-03,107.4131
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2019-04,107.5322
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2019-05,107.6489
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2019-06,107.7634
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2019-07,107.8756
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2019-08,107.9855
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2019-09,108.0933
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2019-10,108.1991
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2019-11,108.3027
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2019-12,108.4045
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2020-01,108.5043
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2020-02,108.6024
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2020-03,108.6987
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2020-04,108.7934
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2020-05,108.8865
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2020-06,108.9782
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2020-07,109.0684
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2020-08,109.1574
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2020-09,109.2451
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2020-10,109.3317
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2020-11,109.4173
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2020-12,109.5019
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2021-01,109.5857
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2025-06,113.8823
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2025-07,113.9688
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2007-01,90.80928
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2007-02,90.88405
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2007-03,90.95457
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2007-04,91.02084
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2007-05,91.08284
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2007-06,91.14057
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2007-07,91.19405
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2007-08,91.24331
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2007-09,91.28841
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2007-10,91.32942
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2007-11,91.36644
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2007-12,91.39958
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2008-01,91.429
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2008-02,91.45485
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2008-03,91.47734
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2008-04,91.49669
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2008-05,91.51315
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2008-06,91.52699
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2008-07,91.5385
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2008-08,91.54801
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2008-09,91.55584
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2008-10,91.56233
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2008-11,91.56783
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2008-12,91.57269
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2009-01,91.57724
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2009-02,91.58183
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2009-03,91.58677
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2009-04,91.59237
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2009-05,91.59891
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2009-06,91.60665
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2009-07,91.61584
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2009-08,91.6267
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2009-09,91.63943
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2009-10,91.65423
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2009-11,91.67125
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2009-12,91.69064
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2010-01,91.71252
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2010-02,91.73702
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2010-03,91.76424
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2010-04,91.79424
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,GBR,M,RS,IX,_Z,T,IX,_Z,H,2010-05,91.82713
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2018-05,106.7971
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2018-06,107.0162
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2018-07,107.2353
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2018-08,107.4544
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2018-09,107.6736
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2015-03,100.6993
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2015-04,100.6972
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2015-05,100.6747
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2015-06,100.6309
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2015-07,100.5682
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,NOR,IX,_Z,H,2015-08,100.4906
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2020-04,111.8308
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2020-05,112.0496
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2020-06,112.2686
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2020-07,112.4879
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2020-08,112.7076
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2020-09,112.9278
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2020-10,113.1485
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2020-11,113.3698
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2020-12,113.5918
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2021-01,113.8145
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2021-02,114.038
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2021-03,114.2624
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2021-04,114.4877
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2021-05,114.7139
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2021-06,114.9411
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2021-07,115.1692
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2021-08,115.3982
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2021-09,115.6283
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2021-10,115.8593
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2021-11,116.0912
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2021-12,116.3242
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2022-01,116.5582
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2022-02,116.7931
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2022-03,117.0291
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2022-04,117.2662
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2022-05,117.5043
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2022-06,117.7435
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2022-07,117.9837
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2022-08,118.2251
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2022-09,118.4675
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2022-10,118.711
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2022-11,118.9556
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2022-12,119.2013
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2023-01,119.4479
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2023-02,119.6956
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2023-03,119.9443
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2023-04,120.194
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2023-05,120.4446
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2023-06,120.6961
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2023-07,120.9485
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2023-08,121.2018
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2023-09,121.4558
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2023-10,121.7107
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2023-11,121.9662
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2023-12,122.2225
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2024-01,122.4795
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2024-03,122.9955
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2024-04,123.2544
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2024-06,123.7742
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2024-07,124.035
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2024-09,124.5582
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2024-10,124.8207
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2024-12,125.3474
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2025-01,125.6116
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_CLI(4.1),I,USA,M,RS,IX,_Z,T,IX,_Z,H,2025-03,126.1418
