FREQ,BORROWERS_CTY,TC_BORROWERS,TC_LENDERS,CG_DTYPE,TIME_PERIOD,OBS_VALUE
Q,KR,P,A,C,2012-Q1,3.4
Q,KR,P,A,C,2012-Q2,3.8
Q,KR,P,A,C,2012-Q3,4.5
Q,KR,P,A,C,2012-Q4,2.9
Q,KR,P,A,C,2013-Q1,4.0
Q,KR,P,A,C,2013-Q2,3.3
Q,KR,P,A,C,2013-Q3,2.2
Q,KR,P,A,C,2013-Q4,0.6
Q,KR,P,A,C,2014-Q1,0.2
Q,KR,P,A,C,2014-Q2,-0.2
Q,KR,P,A,C,2014-Q3,1.1
Q,KR,P,A,C,2014-Q4,1.2
Q,KR,P,A,C,2015-Q1,0.4
Q,KR,P,A,C,2015-Q2,-0.1
Q,KR,P,A,C,2015-Q3,0.3
Q,KR,P,A,C,2015-Q4,-0.2
Q,KR,P,A,C,2016-Q1,-1.0
Q,KR,P,A,C,2016-Q2,-1.2
Q,KR,P,A,C,2016-Q3,-1.7
Q,KR,P,A,C,2016-Q4,-1.9
Q,KR,P,A,C,2017-Q1,-2.9
Q,KR,P,A,C,2017-Q2,-2.0
Q,KR,P,A,C,2017-Q3,-2.6
Q,KR,P,A,C,2017-Q4,-3.4
Q,KR,P,A,C,2018-Q1,-3.0
Q,KR,P,A,C,2018-Q2,-2.4
Q,KR,P,A,C,2018-Q3,-1.1
Q,KR,P,A,C,2018-Q4,-0.6
Q,KR,P,A,C,2019-Q1,0.1
Q,KR,P,A,C,2019-Q2,1.9
Q,KR,P,A,C,2019-Q3,3.4
Q,KR,P,A,C,2019-Q4,4.6
Q,KR,P,A,C,2020-Q1,7.1
Q,KR,P,A,C,2020-Q2,11.2
Q,KR,P,A,C,2020-Q3,14.0
Q,KR,P,A,C,2020-Q4,15.1
Q,KR,P,A,C,2021-Q1,15.6
Q,KR,P,A,C,2021-Q2,15.3
Q,KR,P,A,C,2021-Q3,15.1
Q,KR,P,A,C,2021-Q4,13.9
Q,KR,P,A,C,2022-Q1,11.8
Q,KR,P,A,C,2022-Q2,11.8
Q,KR,P,A,C,2022-Q3,12.3
Q,KR,P,A,C,2022-Q4,11.5
Q,KR,P,A,C,2023-Q1,9.6
Q,KR,P,A,C,2023-Q2,8.2
Q,KR,P,A,C,2023-Q3,7.3
Q,KR,P,A,C,2023-Q4,3.5
Q,KR,P,A,C,2024-Q1,0.2
Q,KR,P,A,C,2024-Q2,-2.0
Q,KR,P,A,C,2024-Q3,-3.3
Q,KR,P,A,C,2024-Q4,-4.9
Q,KR,P,A,C,2025-Q1,-5.0
Q,KR,P,A,C,2025-Q2,-5.7
Q,US,P,A,A,2007-Q1,164.9
Q,US,P,A,A,2007-Q2,167.5
Q,US,P,A,A,2007-Q3,169.2
Q,US,P,A,A,2007-Q4,170.6
Q,US,P,A,A,2008-Q1,171.4
Q,US,P,A,A,2008-Q2,171.2
Q,US,P,A,A,2008-Q3,172.0
Q,US,P,A,A,2008-Q4,170.7
Q,US,P,A,A,2009-Q1,170.3
Q,US,P,A,A,2009-Q2,170.9
Q,US,P,A,A,2009-Q3,171.1
Q,US,P,A,A,2009-Q4,169.5
Q,US,P,A,A,2010-Q1,167.5
Q,US,P,A,A,2010-Q2,165.0
Q,US,P,A,A,2010-Q3,162.9
Q,US,P,A,A,2010-Q4,160.7
Q,US,P,A,A,2011-Q1,159.0
Q,US,P,A,A,2011-Q2,157.7
Q,US,P,A,A,2011-Q3,156.8
Q,US,P,A,A,2011-Q4,156.1
Q,US,P,A,A,2012-Q1,154.5
Q,US,P,A,A,2012-Q2,153.4
Q,US,P,A,A,2012-Q3,153.0
Q,US,P,A,A,2012-Q4,152.7
Q,US,P,A,A,2013-Q1,151.5
Q,US,P,A,A,2013-Q2,151.6
Q,US,P,A,A,2013-Q3,151.6
Q,US,P,A,A,2013-Q4,151.6
Q,US,P,A,A,2014-Q1,151.5
Q,US,P,A,A,2014-Q2,151.2
Q,US,P,A,A,2014-Q3,150.4
Q,US,P,A,A,2014-Q4,150.6
Q,US,P,A,A,2015-Q1,149.9
Q,US,P,A,A,2015-Q2,150.7
Q,US,P,A,A,2015-Q3,151.0
Q,US,P,A,A,2015-Q4,150.8
Q,US,P,A,A,2016-Q1,151.4
Q,US,P,A,A,2016-Q2,152.1
Q,US,P,A,A,2016-Q3,153.0
Q,US,P,A,A,2016-Q4,152.5
Q,US,P,A,A,2017-Q1,152.7
Q,US,P,A,A,2017-Q2,153.4
Q,US,P,A,A,2017-Q3,153.5
Q,US,P,A,A,2017-Q4,154.1
Q,US,P,A,A,2018-Q1,153.3
Q,US,P,A,A,2018-Q2,153.9
Q,US,P,A,A,2018-Q3,153.4
Q,US,P,A,A,2018-Q4,153.4
Q,US,P,A,A,2019-Q1,153.3
Q,US,P,A,A,2019-Q2,153.6
Q,US,P,A,A,2019-Q3,153.7
Q,US,P,A,A,2019-Q4,153.1
Q,US,P,A,A,2020-Q1,156.2
Q,US,P,A,A,2020-Q2,162.0
Q,US,P,A,A,2020-Q3,163.0
Q,US,P,A,A,2020-Q4,164.3
Q,US,P,A,A,2021-Q1,164.6
Q,US,P,A,A,2021-Q2,162.6
Q,US,P,A,A,2021-Q3,160.8
Q,US,P,A,A,2021-Q4,159.4
Q,US,P,A,A,2022-Q1,158.1
Q,US,P,A,A,2022-Q2,156.9
Q,US,P,A,A,2022-Q3,155.1
Q,US,P,A,A,2022-Q4,153.5
Q,US,P,A,A,2023-Q1,151.7
Q,US,P,A,A,2023-Q2,150.1
Q,US,P,A,A,2023-Q3,148.5
Q,US,P,A,A,2023-Q4,147.1
Q,US,P,A,A,2024-Q1,146.1
Q,US,P,A,A,2024-Q2,145.2
Q,US,P,A,A,2024-Q3,144.6
Q,US,P,A,A,2024-Q4,142.5
Q,US,P,A,A,2025-Q1,141.5
Q,US,P,A,A,2025-Q2,140.9
Q,CN,P,A,A,2007-Q1,110.8
Q,CN,P,A,A,2007-Q2,111.3
Q,CN,P,A,A,2007-Q3,110.5
Q,CN,P,A,A,2007-Q4,107.6
Q,CN,P,A,A,2008-Q1,108.1
Q,CN,P,A,A,2008-Q2,107.3
Q,CN,P,A,A,2008-Q3,106.8
Q,CN,P,A,A,2008-Q4,106.3
Q,CN,P,A,A,2009-Q1,118.5
Q,CN,P,A,A,2009-Q2,127.5
Q,CN,P,A,A,2009-Q3,131.7
Q,CN,P,A,A,2009-Q4,133.3
Q,CN,P,A,A,2010-Q1,136.2
Q,CN,P,A,A,2010-Q2,138.2
Q,CN,P,A,A,2010-Q3,138.1
Q,CN,P,A,A,2010-Q4,137.6
Q,CN,P,A,A,2011-Q1,138.0
Q,CN,P,A,A,2011-Q2,137.8
Q,CN,P,A,A,2011-Q3,136.5
Q,CN,P,A,A,2011-Q4,137.6
Q,CN,P,A,A,2012-Q1,140.7
Q,CN,P,A,A,2012-Q2,143.3
Q,CN,P,A,A,2012-Q3,146.6
Q,CN,P,A,A,2012-Q4,149.4
Q,CN,P,A,A,2013-Q1,155.2
Q,CN,P,A,A,2013-Q2,158.2
Q,CN,P,A,A,2013-Q3,161.1
Q,CN,P,A,A,2013-Q4,161.9
Q,CN,P,A,A,2014-Q1,166.2
Q,CN,P,A,A,2014-Q2,169.4
Q,CN,P,A,A,2014-Q3,170.0
Q,CN,P,A,A,2014-Q4,171.9
Q,CN,P,A,A,2015-Q1,176.0
Q,CN,P,A,A,2015-Q2,178.8
Q,CN,P,A,A,2015-Q3,182.0
Q,CN,P,A,A,2015-Q4,186.7
Q,CN,P,A,A,2016-Q1,191.0
Q,CN,P,A,A,2016-Q2,189.9
Q,CN,P,A,A,2016-Q3,188.8
Q,CN,P,A,A,2016-Q4,188.5
Q,CN,P,A,A,2017-Q1,189.1
Q,CN,P,A,A,2017-Q2,186.7
Q,CN,P,A,A,2017-Q3,185.0
Q,CN,P,A,A,2017-Q4,182.4
Q,CN,P,A,A,2018-Q1,182.6
Q,CN,P,A,A,2018-Q2,180.8
Q,CN,P,A,A,2018-Q3,179.0
Q,CN,P,A,A,2018-Q4,177.3
Q,CN,P,A,A,2019-Q1,180.4
Q,CN,P,A,A,2019-Q2,180.1
Q,CN,P,A,A,2019-Q3,180.2
Q,CN,P,A,A,2019-Q4,179.9
Q,CN,P,A,A,2020-Q1,189.8
Q,CN,P,A,A,2020-Q2,194.4
Q,CN,P,A,A,2020-Q3,195.6
Q,CN,P,A,A,2020-Q4,193.6
Q,CN,P,A,A,2021-Q1,191.5
Q,CN,P,A,A,2021-Q2,189.1
Q,CN,P,A,A,2021-Q3,187.3
Q,CN,P,A,A,2021-Q4,184.5
Q,CN,P,A,A,2022-Q1,187.6
Q,CN,P,A,A,2022-Q2,189.3
Q,CN,P,A,A,2022-Q3,189.8
Q,CN,P,A,A,2022-Q4,189.4
Q,CN,P,A,A,2023-Q1,195.4
Q,CN,P,A,A,2023-Q2,195.7
Q,CN,P,A,A,2023-Q3,196.2
Q,CN,P,A,A,2023-Q4,195.2
Q,CN,P,A,A,2024-Q1,199.9
Q,CN,P,A,A,2024-Q2,199.5
Q,CN,P,A,A,2024-Q3,199.5
Q,CN,P,A,A,2024-Q4,198.1
Q,CN,P,A,A,2025-Q1,201.9
Q,CN,P,A,A,2025-Q2,201.6
Q,GB,P,A,A,2007-Q1,170.0
Q,GB,P,A,A,2007-Q2,170.6
Q,GB,P,A,A,2007-Q3,173.9
Q,GB,P,A,A,2007-Q4,175.2
Q,GB,P,A,A,2008-Q1,178.1
Q,GB,P,A,A,2008-Q2,177.6
Q,GB,P,A,A,2008-Q3,178.3
Q,GB,P,A,A,2008-Q4,184.3
Q,GB,P,A,A,2009-Q1,183.9
Q,GB,P,A,A,2009-Q2,180.5
Q,GB,P,A,A,2009-Q3,184.1
Q,GB,P,A,A,2009-Q4,184.0
Q,GB,P,A,A,2010-Q1,185.2
Q,GB,P,A,A,2010-Q2,181.4
Q,GB,P,A,A,2010-Q3,180.9
Q,GB,P,A,A,2010-Q4,176.2
Q,GB,P,A,A,2011-Q1,174.9
Q,GB,P,A,A,2011-Q2,174.3
Q,GB,P,A,A,2011-Q3,173.3
Q,GB,P,A,A,2011-Q4,171.4
Q,GB,P,A,A,2012-Q1,173.5
Q,GB,P,A,A,2012-Q2,174.3
Q,GB,P,A,A,2012-Q3,174.4
Q,GB,P,A,A,2012-Q4,172.0
Q,GB,P,A,A,2013-Q1,169.9
Q,GB,P,A,A,2013-Q2,171.1
Q,GB,P,A,A,2013-Q3,168.7
Q,GB,P,A,A,2013-Q4,166.4
Q,GB,P,A,A,2014-Q1,163.5
Q,GB,P,A,A,2014-Q2,161.2
Q,GB,P,A,A,2014-Q3,159.8
Q,GB,P,A,A,2014-Q4,158.2
Q,GB,P,A,A,2015-Q1,158.7
Q,GB,P,A,A,2015-Q2,155.3
Q,GB,P,A,A,2015-Q3,155.8
Q,GB,P,A,A,2015-Q4,156.1
Q,GB,P,A,A,2016-Q1,156.8
Q,GB,P,A,A,2016-Q2,160.2
Q,GB,P,A,A,2016-Q3,162.3
Q,GB,P,A,A,2016-Q4,161.6
Q,GB,P,A,A,2017-Q1,162.0
Q,GB,P,A,A,2017-Q2,160.4
Q,GB,P,A,A,2017-Q3,161.1
Q,GB,P,A,A,2017-Q4,161.8
Q,GB,P,A,A,2018-Q1,159.4
Q,GB,P,A,A,2018-Q2,158.6
Q,GB,P,A,A,2018-Q3,156.9
Q,GB,P,A,A,2018-Q4,156.2
Q,GB,P,A,A,2019-Q1,153.7
Q,GB,P,A,A,2019-Q2,154.9
Q,GB,P,A,A,2019-Q3,156.3
Q,GB,P,A,A,2019-Q4,154.6
Q,GB,P,A,A,2020-Q1,158.1
Q,GB,P,A,A,2020-Q2,166.9
Q,GB,P,A,A,2020-Q3,170.3
Q,GB,P,A,A,2020-Q4,173.8
Q,GB,P,A,A,2021-Q1,174.8
Q,GB,P,A,A,2021-Q2,170.0
Q,GB,P,A,A,2021-Q3,167.3
Q,GB,P,A,A,2021-Q4,163.4
Q,GB,P,A,A,2022-Q1,157.7
Q,GB,P,A,A,2022-Q2,154.3
Q,GB,P,A,A,2022-Q3,152.4
Q,GB,P,A,A,2022-Q4,149.3
Q,GB,P,A,A,2023-Q1,145.3
Q,GB,P,A,A,2023-Q2,141.6
Q,GB,P,A,A,2023-Q3,140.7
Q,GB,P,A,A,2023-Q4,139.8
Q,GB,P,A,A,2024-Q1,138.0
Q,GB,P,A,A,2024-Q2,137.0
Q,GB,P,A,A,2024-Q3,135.6
Q,GB,P,A,A,2024-Q4,135.2
Q,GB,P,A,A,2025-Q1,133.8
Q,GB,P,A,A,2025-Q2,132.8
Q,CA,P,A,A,2007-Q1,159.5
Q,CA,P,A,A,2007-Q2,159.7
Q,CA,P,A,A,2007-Q3,161.3
Q,CA,P,A,A,2007-Q4,161.9
Q,CA,P,A,A,2008-Q1,165.0
Q,CA,P,A,A,2008-Q2,163.9
Q,CA,P,A,A,2008-Q3,164.2
Q,CA,P,A,A,2008-Q4,167.4
Q,CA,P,A,A,2009-Q1,171.0
Q,CA,P,A,A,2009-Q2,176.7
Q,CA,P,A,A,2009-Q3,181.8
Q,CA,P,A,A,2009-Q4,183.2
Q,CA,P,A,A,2010-Q1,182.0
Q,CA,P,A,A,2010-Q2,182.2
Q,CA,P,A,A,2010-Q3,180.9
Q,CA,P,A,A,2010-Q4,180.0
Q,CA,P,A,A,2011-Q1,180.3
Q,CA,P,A,A,2011-Q2,180.3
Q,CA,P,A,A,2011-Q3,181.6
Q,CA,P,A,A,2011-Q4,179.4
Q,CA,P,A,A,2012-Q1,179.9
Q,CA,P,A,A,2012-Q2,181.7
Q,CA,P,A,A,2012-Q3,183.7
Q,CA,P,A,A,2012-Q4,184.8
Q,CA,P,A,A,2013-Q1,187.1
Q,CA,P,A,A,2013-Q2,189.3
Q,CA,P,A,A,2013-Q3,190.1
Q,CA,P,A,A,2013-Q4,190.3
Q,CA,P,A,A,2014-Q1,192.0
Q,CA,P,A,A,2014-Q2,192.4
Q,CA,P,A,A,2014-Q3,194.1
Q,CA,P,A,A,2014-Q4,194.1
Q,CA,P,A,A,2015-Q1,200.4
Q,CA,P,A,A,2015-Q2,202.7
Q,CA,P,A,A,2015-Q3,206.5
Q,CA,P,A,A,2015-Q4,209.3
Q,CA,P,A,A,2016-Q1,208.5
Q,CA,P,A,A,2016-Q2,212.1
Q,CA,P,A,A,2016-Q3,214.4
Q,CA,P,A,A,2016-Q4,213.8
Q,CA,P,A,A,2017-Q1,214.5
Q,CA,P,A,A,2017-Q2,214.3
Q,CA,P,A,A,2017-Q3,213.7
Q,CA,P,A,A,2017-Q4,213.6
Q,CA,P,A,A,2018-Q1,213.8
Q,CA,P,A,A,2018-Q2,215.9
Q,CA,P,A,A,2018-Q3,215.0
Q,CA,P,A,A,2018-Q4,216.1
Q,CA,P,A,A,2019-Q1,216.9
Q,CA,P,A,A,2019-Q2,219.5
Q,CA,P,A,A,2019-Q3,221.2
Q,CA,P,A,A,2019-Q4,221.2
Q,CA,P,A,A,2020-Q1,225.7
Q,CA,P,A,A,2020-Q2,237.2
Q,CA,P,A,A,2020-Q3,241.4
Q,CA,P,A,A,2020-Q4,244.5
Q,CA,P,A,A,2021-Q1,243.1
Q,CA,P,A,A,2021-Q2,237.0
Q,CA,P,A,A,2021-Q3,233.9
Q,CA,P,A,A,2021-Q4,230.7
Q,CA,P,A,A,2022-Q1,224.2
Q,CA,P,A,A,2022-Q2,218.3
Q,CA,P,A,A,2022-Q3,216.0
Q,CA,P,A,A,2022-Q4,214.2
Q,CA,P,A,A,2023-Q1,214.3
Q,CA,P,A,A,2023-Q2,215.3
Q,CA,P,A,A,2023-Q3,215.5
Q,CA,P,A,A,2023-Q4,215.8
Q,CA,P,A,A,2024-Q1,213.5
Q,CA,P,A,A,2024-Q2,214.0
Q,CA,P,A,A,2024-Q3,214.9
Q,CA,P,A,A,2024-Q4,214.3
Q,CA,P,A,A,2025-Q1,213.4
Q,CA,P,A,A,2025-Q2,213.2
Q,DE,P,A,A,2007-Q1,143.6
Q,DE,P,A,A,2007-Q2,143.0
Q,DE,P,A,A,2007-Q3,141.7
Q,DE,P,A,A,2007-Q4,141.9
Q,DE,P,A,A,2008-Q1,141.1
Q,DE,P,A,A,2008-Q2,141.1
Q,DE,P,A,A,2008-Q3,141.5
Q,DE,P,A,A,2008-Q4,143.3
Q,DE,P,A,A,2009-Q1,144.8
Q,DE,P,A,A,2009-Q2,146.2
Q,DE,P,A,A,2009-Q3,146.2
Q,DE,P,A,A,2009-Q4,146.6
Q,DE,P,A,A,2010-Q1,145.0
Q,DE,P,A,A,2010-Q2,144.7
Q,DE,P,A,A,2010-Q3,143.7
Q,DE,P,A,A,2010-Q4,141.7
Q,DE,P,A,A,2011-Q1,138.0
Q,DE,P,A,A,2011-Q2,137.1
Q,DE,P,A,A,2011-Q3,137.9
Q,DE,P,A,A,2011-Q4,138.0
Q,DE,P,A,A,2012-Q1,137.4
Q,DE,P,A,A,2012-Q2,137.6
Q,DE,P,A,A,2012-Q3,137.2
Q,DE,P,A,A,2012-Q4,137.0
Q,DE,P,A,A,2013-Q1,138.0
Q,DE,P,A,A,2013-Q2,138.5
Q,DE,P,A,A,2013-Q3,138.7
Q,DE,P,A,A,2013-Q4,138.6
Q,DE,P,A,A,2014-Q1,137.7
Q,DE,P,A,A,2014-Q2,137.7
Q,DE,P,A,A,2014-Q3,136.4
Q,DE,P,A,A,2014-Q4,132.4
Q,DE,P,A,A,2015-Q1,132.9
Q,DE,P,A,A,2015-Q2,132.9
Q,DE,P,A,A,2015-Q3,132.9
Q,DE,P,A,A,2015-Q4,132.7
Q,DE,P,A,A,2016-Q1,133.3
Q,DE,P,A,A,2016-Q2,133.7
Q,DE,P,A,A,2016-Q3,134.5
Q,DE,P,A,A,2016-Q4,134.7
Q,DE,P,A,A,2017-Q1,135.0
Q,DE,P,A,A,2017-Q2,134.5
Q,DE,P,A,A,2017-Q3,134.0
Q,DE,P,A,A,2017-Q4,133.9
Q,DE,P,A,A,2018-Q1,133.3
Q,DE,P,A,A,2018-Q2,134.4
Q,DE,P,A,A,2018-Q3,135.2
Q,DE,P,A,A,2018-Q4,134.8
Q,DE,P,A,A,2019-Q1,135.8
Q,DE,P,A,A,2019-Q2,137.0
Q,DE,P,A,A,2019-Q3,137.3
Q,DE,P,A,A,2019-Q4,137.6
Q,DE,P,A,A,2020-Q1,138.8
Q,DE,P,A,A,2020-Q2,144.3
Q,DE,P,A,A,2020-Q3,146.8
Q,DE,P,A,A,2020-Q4,148.7
Q,DE,P,A,A,2021-Q1,151.0
Q,DE,P,A,A,2021-Q2,148.4
Q,DE,P,A,A,2021-Q3,147.7
Q,DE,P,A,A,2021-Q4,147.5
Q,DE,P,A,A,2022-Q1,146.7
Q,DE,P,A,A,2022-Q2,146.3
Q,DE,P,A,A,2022-Q3,147.6
Q,DE,P,A,A,2022-Q4,146.1
Q,DE,P,A,A,2023-Q1,143.9
Q,DE,P,A,A,2023-Q2,142.5
Q,DE,P,A,A,2023-Q3,140.7
Q,DE,P,A,A,2023-Q4,139.6
Q,DE,P,A,A,2024-Q1,139.1
Q,DE,P,A,A,2024-Q2,138.9
Q,DE,P,A,A,2024-Q3,139.1
Q,DE,P,A,A,2024-Q4,138.6
Q,DE,P,A,A,2025-Q1,139.2
Q,DE,P,A,A,2025-Q2,138.9
